dataset,instance,score,gap_to_reference_best_percent
chao,p7.2.p.txt,400.0,0.0
chao,p7.2.p.txt,400.0,0.0
chao,p7.2.q.txt,400.0,0.0
chao,p7.2.q.txt,400.0,0.0
chao,p7.2.r.txt,400.0,0.0
chao,p7.2.r.txt,400.0,0.0
chao,p7.2.s.txt,400.0,0.0
chao,p7.2.s.txt,400.0,0.0
chao,p7.2.t.txt,400.0,0.0
chao,p7.2.t.txt,400.0,0.0
chao,p7.3.a.txt,0.0,0.0
chao,p7.3.a.txt,0.0,0.0
chao,p7.3.b.txt,46.0,0.0
chao,p7.3.b.txt,46.0,0.0
chao,p7.3.c.txt,79.0,0.0
chao,p7.3.c.txt,79.0,0.0
chao,p7.3.d.txt,101.0,0.0
chao,p7.3.d.txt,101.0,0.0
chao,p7.3.e.txt,170.0,0.0
chao,p7.3.e.txt,170.0,0.0
chao,p7.3.f.txt,185.0,0.0
chao,p7.3.f.txt,185.0,0.0
chao,p7.3.g.txt,214.0,0.0
chao,p7.3.g.txt,214.0,0.0
chao,p7.3.h.txt,357.0,0.0
chao,p7.3.h.txt,357.0,0.0
chao,p7.3.i.txt,429.0,0.0
chao,p7.3.i.txt,429.0,0.0
chao,p7.3.j.txt,310.0,0.0
chao,p7.3.j.txt,310.0,0.0
chao,p7.3.k.txt,330.0,0.0
chao,p7.3.k.txt,330.0,0.0
chao,p7.3.l.txt,354.0,0.0
chao,p7.3.l.txt,354.0,0.0
chao,p7.3.m.txt,367.0,0.0
chao,p7.3.m.txt,367.0,0.0
chao,p7.3.n.txt,379.0,0.0
chao,p7.3.n.txt,379.0,0.0
chao,p7.3.o.txt,426.0,0.0
chao,p7.3.o.txt,426.0,0.0
chao,p7.3.p.txt,466.0,0.0
chao,p7.3.p.txt,466.0,0.0
chao,p7.3.q.txt,466.0,0.0
chao,p7.3.q.txt,466.0,0.0
chao,p7.3.r.txt,466.0,0.0
chao,p7.3.r.txt,466.0,0.0
chao,p7.3.s.txt,466.0,0.0
chao,p7.3.s.txt,466.0,0.0
chao,p7.3.t.txt,466.0,0.0
chao,p7.3.t.txt,466.0,0.0
chao,p7.4.a.txt,0.0,0.0
chao,p7.4.a.txt,0.0,0.0
chao,p7.4.b.txt,30.0,0.0
chao,p7.4.b.txt,30.0,0.0
chao,p7.4.c.txt,46.0,0.0
chao,p7.4.c.txt,46.0,0.0
chao,p7.4.d.txt,79.0,0.0
chao,p7.4.d.txt,79.0,0.0
chao,p7.4.e.txt,114.0,0.0
chao,p7.4.e.txt,114.0,0.0
chao,p7.4.f.txt,155.0,0.0
chao,p7.4.f.txt,155.0,0.0
chao,p7.4.g.txt,180.0,0.0
chao,p7.4.g.txt,180.0,0.0
chao,p7.4.h.txt,245.0,0.0
chao,p7.4.h.txt,245.0,0.0
chao,p7.4.i.txt,249.0,0.0
chao,p7.4.i.txt,249.0,0.0
chao,p7.4.j.txt,393.0,0.0
chao,p7.4.j.txt,393.0,0.0
chao,p7.4.k.txt,411.0,0.0
chao,p7.4.k.txt,411.0,0.0
chao,p7.4.l.txt,316.0,0.0
chao,p7.4.l.txt,316.0,0.0
chao,p7.4.m.txt,465.0,0.0
chao,p7.4.m.txt,465.0,0.0
chao,p7.4.n.txt,560.0,0.0
chao,p7.4.n.txt,560.0,0.0
chao,p7.4.o.txt,601.0,0.0
