dataset,instance,num_nodes,team_size,runs,reference_best_score,best_score,mean_score,std_score,mean_cpu_time_seconds,median_cpu_time_seconds,mean_lp_solves,mean_labels_generated,success_rate_percent,mean_gap_to_reference_best_percent,max_gap_to_reference_best_percent
chao,p5.3.p.txt,66,3,1,845.0,845.0,845.0,0.0,4.7320537000196055,4.7320537000196055,10.0,958115.0,100.0,0.0,0.0
chao,p5.3.q.txt,66,3,1,1025.0,1025.0,1025.0,0.0,5.60484600008931,5.60484600008931,11.0,1244458.0,100.0,0.0,0.0
chao,p5.3.r.txt,66,3,1,1050.0,1050.0,1050.0,0.0,4.692708700080402,4.692708700080402,9.0,1084113.0,100.0,0.0,0.0
chao,p5.3.s.txt,66,3,1,1145.0,1145.0,1145.0,0.0,5.420111900079064,5.420111900079064,11.0,1434444.0,100.0,0.0,0.0
chao,p5.3.t.txt,66,3,1,1220.0,1220.0,1220.0,0.0,5.876586599973962,5.876586599973962,12.0,1709896.0,100.0,0.0,0.0
chao,p5.3.u.txt,66,3,1,1300.0,1300.0,1300.0,0.0,5.212468600017019,5.212468600017019,10.0,1733118.0,100.0,0.0,0.0
chao,p5.3.v.txt,66,3,1,1400.0,1400.0,1400.0,0.0,5.89843539998401,5.89843539998401,11.0,1973584.0,100.0,0.0,0.0
chao,p5.3.w.txt,66,3,1,1020.0,1020.0,1020.0,0.0,6.389227100065909,6.389227100065909,12.0,2238169.0,100.0,0.0,0.0
chao,p5.3.x.txt,66,3,1,1500.0,1500.0,1500.0,0.0,5.561584800016135,5.561584800016135,11.0,2111736.0,100.0,0.0,0.0
chao,p5.3.y.txt,66,3,1,1570.0,1570.0,1570.0,0.0,5.738698499975726,5.738698499975726,11.0,2100450.0,100.0,0.0,0.0
chao,p5.3.z.txt,66,3,1,1550.0,1550.0,1550.0,0.0,6.154295099899173,6.154295099899173,12.0,2268486.0,100.0,0.0,0.0
chao,p5.4.a.txt,66,4,1,0.0,0.0,0.0,0.0,0.05006909999065101,0.05006909999065101,1.0,1408.0,100.0,0.0,0.0
chao,p5.4.b.txt,66,4,1,0.0,0.0,0.0,0.0,0.03502609999850392,0.03502609999850392,1.0,1408.0,100.0,0.0,0.0
chao,p5.4.c.txt,66,4,1,20.0,20.0,20.0,0.0,0.07055100006982684,0.07055100006982684,1.0,4180.0,100.0,0.0,0.0
chao,p5.4.d.txt,66,4,1,20.0,20.0,20.0,0.0,0.05324889998883009,0.05324889998883009,1.0,1320.0,100.0,0.0,0.0
chao,p5.4.e.txt,66,4,1,20.0,20.0,20.0,0.0,0.07987769995816052,0.07987769995816052,1.0,1320.0,100.0,0.0,0.0
chao,p5.4.f.txt,66,4,1,80.0,80.0,80.0,0.0,0.09825209993869066,0.09825209993869066,1.0,8272.0,100.0,0.0,0.0
chao,p5.4.g.txt,66,4,1,130.0,130.0,130.0,0.0,0.23876470001414418,0.23876470001414418,3.0,40920.0,100.0,0.0,0.0
chao,p5.4.h.txt,66,4,1,140.0,140.0,140.0,0.0,0.31681689992547035,0.31681689992547035,4.0,57963.0,100.0,0.0,0.0
chao,p5.4.i.txt,66,4,1,190.0,190.0,190.0,0.0,0.3512749000219628,0.3512749000219628,3.0,37648.0,100.0,0.0,0.0
chao,p5.4.j.txt,66,4,1,270.0,270.0,270.0,0.0,0.6212973999790847,0.6212973999790847,5.0,103291.0,100.0,0.0,0.0
chao,p5.4.k.txt,66,4,1,340.0,340.0,340.0,0.0,1.5249350999947637,1.5249350999947637,11.0,257884.0,100.0,0.0,0.0
chao,p5.4.l.txt,66,4,1,320.0,320.0,320.0,0.0,0.873752599931322,0.873752599931322,4.0,73128.0,100.0,0.0,0.0
chao,p5.4.m.txt,66,4,1,390.0,390.0,390.0,0.0,1.717668000026606,1.717668000026606,8.0,212459.0,100.0,0.0,0.0
chao,p5.4.n.txt,66,4,1,500.0,500.0,500.0,0.0,3.1580368999857455,3.1580368999857455,12.0,332016.0,100.0,0.0,0.0
chao,p5.4.o.txt,66,4,1,615.0,615.0,615.0,0.0,3.681272399961017,3.681272399961017,11.0,436128.0,100.0,0.0,0.0
chao,p5.4.p.txt,66,4,1,760.0,760.0,760.0,0.0,4.222340799984522,4.222340799984522,12.0,575718.0,100.0,0.0,0.0
chao,p5.4.q.txt,66,4,1,860.0,860.0,860.0,0.0,4.360776599962264,4.360776599962264,11.0,632314.0,100.0,0.0,0.0
chao,p5.4.r.txt,66,4,1,880.0,880.0,880.0,0.0,4.395684199989773,4.395684199989773,11.0,707346.0,100.0,0.0,0.0
chao,p5.4.s.txt,66,4,1,1000.0,1000.0,1000.0,0.0,5.032256399979815,5.032256399979815,12.0,906275.0,100.0,0.0,0.0
chao,p5.4.t.txt,66,4,1,1100.0,1100.0,1100.0,0.0,5.61948910006322,5.61948910006322,12.0,969674.0,100.0,0.0,0.0
chao,p5.4.u.txt,66,4,1,1110.0,1110.0,1110.0,0.0,5.10866570007056,5.10866570007056,11.0,1023340.0,100.0,0.0,0.0
chao,p5.4.v.txt,66,4,1,1260.0,1260.0,1260.0,0.0,5.037360099959187,5.037360099959187,11.0,1106781.0,100.0,0.0,0.0
chao,p5.4.w.txt,66,4,1,1380.0,1380.0,1380.0,0.0,4.644575299927965,4.644575299927965,9.0,1025246.0,100.0,0.0,0.0
chao,p5.4.x.txt,66,4,1,1380.0,1380.0,1380.0,0.0,5.313870400073938,5.313870400073938,11.0,1249674.0,100.0,0.0,0.0
chao,p5.4.y.txt,66,4,1,1510.0,1510.0,1510.0,0.0,6.60894589999225,6.60894589999225,10.0,1179050.0,100.0,0.0,0.0
chao,p5.4.z.txt,66,4,1,1620.0,1620.0,1620.0,0.0,5.323927199933678,5.323927199933678,10.0,1430378.0,100.0,0.0,0.0
chao,p6.2.a.txt,64,2,1,0.0,0.0,0.0,0.0,0.06177410006057471,0.06177410006057471,1.0,1364.0,100.0,0.0,0.0
chao,p6.2.b.txt,64,2,1,0.0,0.0,0.0,0.0,0.0343481000745669,0.0343481000745669,1.0,1364.0,100.0,0.0,0.0
chao,p6.2.c.txt,64,2,1,0.0,0.0,0.0,0.0,0.03325930004939437,0.03325930004939437,1.0,1364.0,100.0,0.0,0.0
