dataset,instance,num_nodes_base,team_size_base,runs_base,reference_best_score_base,best_score_base,mean_score_base,std_score_base,mean_cpu_time_seconds_base,median_cpu_time_seconds_base,mean_iterations_to_convergence_base,success_rate_percent_base,mean_gap_to_reference_best_percent_base,max_gap_to_reference_best_percent_base,num_nodes_improved,team_size_improved,runs_improved,reference_best_score_improved,best_score_improved,mean_score_improved,std_score_improved,mean_cpu_time_seconds_improved,median_cpu_time_seconds_improved,mean_iterations_to_convergence_improved,success_rate_percent_improved,mean_gap_to_reference_best_percent_improved,max_gap_to_reference_best_percent_improved,score_delta,cpu_delta,gap_delta
chao,p5.2.j.txt,66,2,2,555.0,555.0,555.0,0.0,0.0708107499522157,0.0708107499522157,7.5,100.0,0.0,0.0,66,2,2,555.0,555.0,552.5,3.5355339059327378,0.0664701999994576,0.0664701999994576,7.5,50.0,0.4504504504504504,0.9009009009009008,-2.5,-0.004340549952758108,0.4504504504504504
chao,p5.2.k.txt,66,2,2,660.0,660.0,650.0,14.142135623730953,0.0839478999841958,0.0839478999841958,9.5,50.0,1.5151515151515151,3.0303030303030303,66,2,2,660.0,660.0,650.0,14.142135623730953,0.0644761499997912,0.0644761499997912,8.5,50.0,1.5151515151515151,3.0303030303030303,0.0,-0.019471749984404596,0.0
chao,p5.2.l.txt,66,2,2,770.0,770.0,760.0,14.142135623730953,0.1050957000115886,0.1050957000115886,12.0,50.0,1.2987012987012987,2.5974025974025974,66,2,2,770.0,770.0,740.0,42.42640687119285,0.0880403000001024,0.0880403000001024,9.0,50.0,3.896103896103896,7.792207792207792,-20.0,-0.0170554000114862,2.5974025974025974
chao,p5.2.m.txt,66,2,2,835.0,835.0,817.5,24.748737341529164,0.1019682000041939,0.1019682000041939,5.5,50.0,2.095808383233533,4.191616766467066,66,2,2,830.0,830.0,815.0,21.213203435596427,0.0778585500002009,0.0778585500002009,4.0,50.0,1.8072289156626504,3.614457831325301,-2.5,-0.02410965000399301,-0.2885794675708824
chao,p5.2.n.txt,66,2,2,900.0,900.0,882.5,24.748737341529164,0.1022578499978408,0.1022578499978408,10.5,50.0,1.9444444444444444,3.888888888888889,66,2,2,890.0,890.0,880.0,14.142135623730953,0.3094534499996371,0.3094534499996371,12.5,50.0,1.1235955056179776,2.247191011235955,-2.5,0.2071956000017963,-0.8208489388264668
chao,p5.2.o.txt,66,2,2,995.0,995.0,967.5,38.89087296526012,0.1196965000708587,0.1196965000708587,14.5,50.0,2.763819095477387,5.527638190954774,66,2,2,985.0,985.0,975.0,14.142135623730953,0.1806101500005752,0.1806101500005752,12.0,50.0,1.015228426395939,2.030456852791878,7.5,0.0609136499297165,-1.7485906690814481
chao,p5.2.p.txt,66,2,2,1150.0,1150.0,1105.0,63.63961030678928,0.1358858000021428,0.1358858000021428,10.0,50.0,3.91304347826087,7.82608695652174,66,2,2,1150.0,1150.0,1120.0,42.42640687119285,0.091597950000505,0.091597950000505,17.0,50.0,2.608695652173913,5.217391304347826,15.0,-0.04428785000163779,-1.304347826086957
chao,p5.2.q.txt,66,2,2,1140.0,1140.0,1132.5,10.606601717798211,0.1577073999796994,0.1577073999796994,8.5,50.0,0.6578947368421052,1.3157894736842104,66,2,2,1160.0,1160.0,1135.0,35.35533905932738,0.1129174500001681,0.1129174500001681,15.0,50.0,2.155172413793104,4.310344827586207,2.5,-0.0447899499795313,1.4972776769509988
chao,p5.2.r.txt,66,2,2,1250.0,1250.0,1247.5,3.5355339059327378,0.1373756999964825,0.1373756999964825,13.5,50.0,0.2,0.4,66,2,2,1240.0,1240.0,1225.0,21.213203435596427,0.6898574500000905,0.6898574500000905,18.0,50.0,1.2096774193548387,2.419354838709677,-22.5,0.552481750003608,1.0096774193548388
chao,p5.2.s.txt,66,2,2,1310.0,1310.0,1302.5,10.606601717798211,0.1218351499410346,0.1218351499410346,16.0,50.0,0.5725190839694656,1.1450381679389312,66,2,2,1325.0,1325.0,1312.5,17.67766952966369,0.1785783999994237,0.1785783999994237,17.5,50.0,0.9433962264150944,1.8867924528301887,10.0,0.05674325005838911,0.37087714244562875
chao,p5.2.t.txt,66,2,2,1390.0,1390.0,1362.5,38.89087296526012,0.1346662999712862,0.1346662999712862,10.0,50.0,1.9784172661870505,3.956834532374101,66,2,2,1390.0,1390.0,1365.0,35.35533905932738,0.1045965500006786,0.1045965500006786,9.5,50.0,1.7985611510791366,3.597122302158273,2.5,-0.0300697499706076,-0.17985611510791388
chao,p5.2.u.txt,66,2,2,1460.0,1460.0,1445.0,21.213203435596427,0.1424129999359138,0.1424129999359138,18.0,50.0,1.0273972602739725,2.054794520547945,66,2,2,1440.0,1440.0,1417.5,31.81980515339464,0.1135278000001562,0.1135278000001562,10.0,50.0,1.5625,3.125,-27.5,-0.028885199935757597,0.5351027397260275
chao,p5.2.v.txt,66,2,2,1475.0,1475.0,1470.0,7.071067811865476,0.142160750052426,0.142160750052426,9.0,50.0,0.3389830508474576,0.6779661016949152,66,2,2,1485.0,1485.0,1480.0,7.071067811865476,0.1502966499992908,0.1502966499992908,8.5,50.0,0.3367003367003366,0.6734006734006733,10.0,0.008135899946864783,-0.002282714147121001
chao,p5.2.w.txt,66,2,2,1540.0,1540.0,1530.0,14.142135623730953,0.1439087999751791,0.1439087999751791,17.5,50.0,0.6493506493506493,1.2987012987012987,66,2,2,1525.0,1525.0,1522.5,3.5355339059327378,0.1964822499994625,0.1964822499994625,10.5,50.0,0.1639344262295081,0.3278688524590163,-7.5,0.0525734500242834,-0.48541622312114124
chao,p5.2.x.txt,66,2,2,1590.0,1590.0,1577.5,17.67766952966369,0.1410788000212051,0.1410788000212051,10.0,50.0,0.7861635220125787,1.572327044025157,66,2,2,1570.0,1570.0,1567.5,3.5355339059327378,0.2511937500003114,0.2511937500003114,10.5,50.0,0.1592356687898089,0.3184713375796179,-10.0,0.11011494997910631,-0.6269278532227698
chao,p5.2.y.txt,66,2,2,1625.0,1625.0,1620.0,7.071067811865476,0.1529617499909363,0.1529617499909363,9.5,50.0,0.3076923076923077,0.6153846153846154,66,2,2,1620.0,1620.0,1615.0,7.071067811865476,0.1145640000004277,0.1145640000004277,15.5,50.0,0.3086419753086419,0.6172839506172839,-5.0,-0.038397749990508614,0.0009496676163341933
chao,p5.2.z.txt,66,2,2,1665.0,1665.0,1657.5,10.606601717798211,0.1383294999832287,0.1383294999832287,7.0,50.0,0.4504504504504504,0.9009009009009008,66,2,2,1665.0,1665.0,1657.5,10.606601717798211,0.1762005999989924,0.1762005999989924,2.5,50.0,0.4504504504504504,0.9009009009009008,0.0,0.037871100015763715,0.0
chao,p5.3.a.txt,66,3,2,0.0,0.0,0.0,0.0,0.0069399999920278,0.0069399999920278,0.0,100.0,0.0,0.0,66,3,2,0.0,0.0,0.0,0.0,0.0052940499999749,0.0052940499999749,0.0,100.0,0.0,0.0,0.0,-0.0016459499920528997,0.0
chao,p5.3.b.txt,66,3,2,15.0,15.0,15.0,0.0,0.0184510999824851,0.0184510999824851,0.0,100.0,0.0,0.0,66,3,2,15.0,15.0,15.0,0.0,0.018136499999855,0.018136499999855,0.0,100.0,0.0,0.0,0.0,-0.00031459998263009756,0.0
chao,p5.3.c.txt,66,3,2,20.0,20.0,20.0,0.0,0.0240063500241376,0.0240063500241376,0.0,100.0,0.0,0.0,66,3,2,20.0,20.0,20.0,0.0,0.0214631999997436,0.0214631999997436,0.0,100.0,0.0,0.0,0.0,-0.0025431500243940017,0.0
chao,p5.3.d.txt,66,3,2,60.0,60.0,60.0,0.0,0.0294958000304177,0.0294958000304177,0.0,100.0,0.0,0.0,66,3,2,60.0,60.0,60.0,0.0,0.0247852499996952,0.0247852499996952,0.0,100.0,0.0,0.0,0.0,-0.004710550030722498,0.0
chao,p5.3.e.txt,66,3,2,95.0,95.0,95.0,0.0,0.0354321000049822,0.0354321000049822,3.5,100.0,0.0,0.0,66,3,2,95.0,95.0,95.0,0.0,0.0308529499998257,0.0308529499998257,3.5,100.0,0.0,0.0,0.0,-0.004579150005156504,0.0
chao,p5.3.f.txt,66,3,2,110.0,110.0,110.0,0.0,0.0391358999768272,0.0391358999768272,0.0,100.0,0.0,0.0,66,3,2,110.0,110.0,110.0,0.0,0.0392015999996147,0.0392015999996147,0.0,100.0,0.0,0.0,0.0,6.570002278750292e-05,0.0
chao,p5.3.g.txt,66,3,2,185.0,185.0,185.0,0.0,0.0423595999600365,0.0423595999600365,3.5,100.0,0.0,0.0,66,3,2,185.0,185.0,185.0,0.0,0.0447957500000484,0.0447957500000484,2.5,100.0,0.0,0.0,0.0,0.0024361500400119016,0.0
chao,p5.3.h.txt,66,3,2,260.0,260.0,260.0,0.0,0.0583355000126175,0.0583355000126175,3.5,100.0,0.0,0.0,66,3,2,260.0,260.0,260.0,0.0,0.0522115499998108,0.0522115499998108,2.5,100.0,0.0,0.0,0.0,-0.006123950012806703,0.0
chao,p5.3.i.txt,66,3,2,335.0,335.0,335.0,0.0,0.1126114499638788,0.1126114499638788,4.5,100.0,0.0,0.0,66,3,2,335.0,335.0,310.0,35.35533905932738,0.0588815999999496,0.0588815999999496,0.5,50.0,7.462686567164178,14.925373134328357,-25.0,-0.0537298499639292,7.462686567164178
chao,p5.3.j.txt,66,3,2,470.0,470.0,450.0,28.284271247461906,0.0736841000034473,0.0736841000034473,2.5,50.0,4.25531914893617,8.51063829787234,66,3,2,470.0,470.0,450.0,28.284271247461906,0.0613799999991897,0.0613799999991897,5.0,50.0,4.25531914893617,8.51063829787234,0.0,-0.0123041000042576,0.0
chao,p5.3.k.txt,66,3,2,485.0,485.0,477.5,10.606601717798211,0.0786490499740466,0.0786490499740466,6.5,50.0,1.5463917525773196,3.0927835051546397,66,3,2,470.0,470.0,470.0,0.0,0.075094299999364,0.075094299999364,0.5,100.0,0.0,0.0,-7.5,-0.0035547499746826083,-1.5463917525773196
chao,p5.3.l.txt,66,3,2,585.0,585.0,580.0,7.071067811865476,0.0894057000405155,0.0894057000405155,1.0,50.0,0.8547008547008548,1.7094017094017095,66,3,2,585.0,585.0,580.0,7.071067811865476,0.0867274000001998,0.0867274000001998,1.0,50.0,0.8547008547008548,1.7094017094017095,0.0,-0.0026783000403157037,0.0
chao,p5.3.m.txt,66,3,2,650.0,650.0,647.5,3.5355339059327378,0.1046654499950818,0.1046654499950818,7.0,50.0,0.3846153846153846,0.7692307692307693,66,3,2,650.0,650.0,647.5,3.5355339059327378,0.0981981499999165,0.0981981499999165,5.5,50.0,0.3846153846153846,0.7692307692307693,0.0,-0.006467299995165307,0.0
chao,p5.3.n.txt,66,3,2,735.0,735.0,722.5,17.67766952966369,0.1011488000513054,0.1011488000513054,16.0,50.0,1.7006802721088436,3.4013605442176877,66,3,2,745.0,745.0,720.0,35.35533905932738,0.1401517000003878,0.1401517000003878,13.0,50.0,3.355704697986577,6.711409395973154,-2.5,0.03900289994908239,1.6550244258777331
chao,p5.3.o.txt,66,3,2,820.0,820.0,820.0,0.0,0.1277051499928347,0.1277051499928347,8.0,100.0,0.0,0.0,66,3,2,835.0,835.0,817.5,24.748737341529164,0.7005622500000754,0.7005622500000754,6.5,50.0,2.095808383233533,4.191616766467066,-2.5,0.5728571000072408,2.095808383233533
chao,p5.3.p.txt,66,3,2,990.0,990.0,965.0,35.35533905932738,0.1362116000382229,0.1362116000382229,11.5,50.0,2.525252525252525,5.05050505050505,66,3,2,990.0,990.0,990.0,0.0,0.103482299999996,0.103482299999996,9.5,100.0,0.0,0.0,25.0,-0.03272930003822691,-2.525252525252525
chao,p5.3.q.txt,66,3,2,1055.0,1055.0,1045.0,14.142135623730953,0.1451756000169553,0.1451756000169553,16.0,50.0,0.9478672985781992,1.895734597156398,66,3,2,1040.0,1040.0,1032.5,10.606601717798211,0.926916949999395,0.926916949999395,10.0,50.0,0.7211538461538461,1.4423076923076923,-12.5,0.7817413499824397,-0.22671345242435303
chao,p5.3.r.txt,66,3,2,1110.0,1110.0,1105.0,7.071067811865476,0.1277061499422416,0.1277061499422416,4.5,50.0,0.4504504504504504,0.9009009009009008,66,3,2,1110.0,1110.0,1100.0,14.142135623730953,0.1125233000002481,0.1125233000002481,2.5,50.0,0.9009009009009008,1.8018018018018016,-5.0,-0.01518284994199351,0.4504504504504504
chao,p5.3.s.txt,66,3,2,1155.0,1155.0,1132.5,31.81980515339464,0.1328941499814391,0.1328941499814391,3.5,50.0,1.948051948051948,3.896103896103896,66,3,2,1165.0,1165.0,1160.0,7.071067811865476,0.5712729500000933,0.5712729500000933,10.5,50.0,0.4291845493562232,0.8583690987124464,27.5,0.43837880001865415,-1.5188673986957248
chao,p5.3.t.txt,66,3,2,1255.0,1255.0,1245.0,14.142135623730953,0.1412681500078179,0.1412681500078179,17.5,50.0,0.796812749003984,1.593625498007968,66,3,2,1255.0,1255.0,1245.0,14.142135623730953,1.7848702999990564,1.7848702999990564,11.0,50.0,0.796812749003984,1.593625498007968,0.0,1.6436021499912385,0.0
chao,p5.3.u.txt,66,3,2,1335.0,1335.0,1320.0,21.213203435596427,0.148524250020273,0.148524250020273,6.0,50.0,1.1235955056179776,2.247191011235955,66,3,2,1345.0,1345.0,1340.0,7.071067811865476,0.1727400999989186,0.1727400999989186,12.5,50.0,0.3717472118959107,0.7434944237918215,20.0,0.024215849978645593,-0.751848293722067
chao,p5.3.v.txt,66,3,2,1390.0,1390.0,1387.5,3.5355339059327378,0.1799082999932579,0.1799082999932579,9.5,50.0,0.1798561151079137,0.3597122302158274,66,3,2,1405.0,1405.0,1395.0,14.142135623730953,0.2894741999998587,0.2894741999998587,7.0,50.0,0.7117437722419928,1.4234875444839856,7.5,0.1095659000066008,0.5318876571340792
chao,p5.3.w.txt,66,3,2,1440.0,1440.0,1405.0,49.49747468305833,0.1547822499996982,0.1547822499996982,17.5,50.0,2.430555555555556,4.861111111111112,66,3,2,1460.0,1460.0,1437.5,31.81980515339464,0.6986879500000214,0.6986879500000214,11.0,50.0,1.5410958904109588,3.0821917808219177,32.5,0.5439057000003231,-0.889459665144597
chao,p5.3.x.txt,66,3,2,1525.0,1525.0,1505.0,28.284271247461906,0.1391395000391639,0.1391395000391639,11.0,50.0,1.3114754098360657,2.622950819672131,66,3,2,1520.0,1520.0,1512.5,10.606601717798211,2.206618249999337,2.206618249999337,2.5,50.0,0.4934210526315789,0.986842105263158,7.5,2.067478749960173,-0.8180543572044867
chao,p5.3.y.txt,66,3,2,1565.0,1565.0,1560.0,7.071067811865476,0.1562657000031322,0.1562657000031322,13.5,50.0,0.3194888178913738,0.6389776357827476,66,3,2,1570.0,1570.0,1550.0,28.284271247461906,2.290436950000185,2.290436950000185,14.5,50.0,1.2738853503184715,2.547770700636943,-10.0,2.1341712499970527,0.9543965324270978
chao,p5.3.z.txt,66,3,2,1610.0,1610.0,1597.5,17.67766952966369,0.1337072500027716,0.1337072500027716,5.0,50.0,0.7763975155279503,1.5527950310559009,66,3,2,1615.0,1615.0,1600.0,21.213203435596427,0.5720087999998213,0.5720087999998213,7.5,50.0,0.9287925696594428,1.8575851393188851,2.5,0.43830154999704973,0.15239505413149246
chao,p5.4.a.txt,66,4,2,0.0,0.0,0.0,0.0,0.0098751499899663,0.0098751499899663,0.0,100.0,0.0,0.0,66,4,2,0.0,0.0,0.0,0.0,0.0071644000008745,0.0071644000008745,0.0,100.0,0.0,0.0,0.0,-0.0027107499890918,0.0
chao,p5.4.b.txt,66,4,2,0.0,0.0,0.0,0.0,0.0099810999818146,0.0099810999818146,0.0,100.0,0.0,0.0,66,4,2,0.0,0.0,0.0,0.0,0.0069172000003163,0.0069172000003163,0.0,100.0,0.0,0.0,0.0,-0.0030638999814983003,0.0
chao,p5.4.c.txt,66,4,2,20.0,20.0,20.0,0.0,0.0299672999535687,0.0299672999535687,0.0,100.0,0.0,0.0,66,4,2,20.0,20.0,20.0,0.0,0.027642250000099,0.027642250000099,0.0,100.0,0.0,0.0,0.0,-0.002325049953469698,0.0
chao,p5.4.d.txt,66,4,2,20.0,20.0,20.0,0.0,0.0303611499839462,0.0303611499839462,0.0,100.0,0.0,0.0,66,4,2,20.0,20.0,20.0,0.0,0.0267563000006703,0.0267563000006703,0.0,100.0,0.0,0.0,0.0,-0.0036048499832758985,0.0
chao,p5.4.e.txt,66,4,2,20.0,20.0,20.0,0.0,0.0303863999433815,0.0303863999433815,0.0,100.0,0.0,0.0,66,4,2,20.0,20.0,20.0,0.0,0.0271574499993221,0.0271574499993221,0.0,100.0,0.0,0.0,0.0,-0.0032289499440593984,0.0
chao,p5.4.f.txt,66,4,2,80.0,80.0,80.0,0.0,0.0415123999700881,0.0415123999700881,0.0,100.0,0.0,0.0,66,4,2,80.0,80.0,80.0,0.0,0.0407354499993743,0.0407354499993743,0.0,100.0,0.0,0.0,0.0,-0.0007769499707138,0.0
chao,p5.4.g.txt,66,4,2,140.0,140.0,140.0,0.0,0.054040300019551,0.054040300019551,0.0,100.0,0.0,0.0,66,4,2,140.0,140.0,140.0,0.0,0.0595632000004116,0.0595632000004116,0.0,100.0,0.0,0.0,0.0,0.005522899980860599,0.0
chao,p5.4.h.txt,66,4,2,140.0,140.0,140.0,0.0,0.0529075500089675,0.0529075500089675,0.0,100.0,0.0,0.0,66,4,2,140.0,140.0,140.0,0.0,0.0585833499999353,0.0585833499999353,0.0,100.0,0.0,0.0,0.0,0.005675799990967803,0.0
chao,p5.4.i.txt,66,4,2,240.0,240.0,240.0,0.0,0.0594904500176198,0.0594904500176198,10.0,100.0,0.0,0.0,66,4,2,240.0,240.0,240.0,0.0,0.0601135000006252,0.0601135000006252,1.0,100.0,0.0,0.0,0.0,0.0006230499830053998,0.0
chao,p5.4.j.txt,66,4,2,340.0,340.0,340.0,0.0,0.0814375000190921,0.0814375000190921,2.0,100.0,0.0,0.0,66,4,2,340.0,340.0,340.0,0.0,0.0712673500001983,0.0712673500001983,18.5,100.0,0.0,0.0,0.0,-0.010170150018893792,0.0
chao,p5.4.k.txt,66,4,2,340.0,340.0,340.0,0.0,0.084409000002779,0.084409000002779,0.0,100.0,0.0,0.0,66,4,2,340.0,340.0,340.0,0.0,0.0911689999993541,0.0911689999993541,0.0,100.0,0.0,0.0,0.0,0.006759999996575103,0.0
chao,p5.4.l.txt,66,4,2,425.0,425.0,410.0,21.213203435596427,0.0770213000359945,0.0770213000359945,9.0,50.0,3.5294117647058822,7.0588235294117645,66,4,2,430.0,430.0,412.5,24.748737341529164,0.0785404000007474,0.0785404000007474,11.5,50.0,4.069767441860465,8.13953488372093,2.5,0.0015190999647528985,0.540355677154583
chao,p5.4.m.txt,66,4,2,550.0,550.0,515.0,49.49747468305833,0.094645950011909,0.094645950011909,6.0,50.0,6.363636363636363,12.727272727272728,66,4,2,555.0,555.0,522.5,45.96194077712559,0.0830841499991947,0.0830841499991947,20.0,50.0,5.855855855855856,11.711711711711713,7.5,-0.011561800012714299,-0.5077805077805069
chao,p5.4.n.txt,66,4,2,620.0,620.0,610.0,14.142135623730953,0.1473524000030011,0.1473524000030011,5.0,50.0,1.6129032258064515,3.225806451612903,66,4,2,620.0,620.0,620.0,0.0,0.0929126499995618,0.0929126499995618,3.0,100.0,0.0,0.0,10.0,-0.0544397500034393,-1.6129032258064515
chao,p5.4.o.txt,66,4,2,655.0,655.0,647.5,10.606601717798211,0.1181436000042595,0.1181436000042595,8.5,50.0,1.1450381679389312,2.2900763358778624,66,4,2,670.0,670.0,670.0,0.0,0.1142366500007483,0.1142366500007483,1.5,100.0,0.0,0.0,22.5,-0.003906950003511198,-1.1450381679389312
chao,p5.4.p.txt,66,4,2,760.0,760.0,760.0,0.0,0.1203421500395052,0.1203421500395052,11.5,100.0,0.0,0.0,66,4,2,760.0,760.0,760.0,0.0,0.1040101500002492,0.1040101500002492,3.0,100.0,0.0,0.0,0.0,-0.016332000039256,0.0
chao,p5.4.q.txt,66,4,2,860.0,860.0,845.0,21.213203435596427,0.12525929993717,0.12525929993717,16.5,50.0,1.744186046511628,3.488372093023256,66,4,2,845.0,845.0,825.0,28.284271247461906,0.1431323500000871,0.1431323500000871,9.5,50.0,2.366863905325444,4.733727810650888,-20.0,0.01787305006291709,0.622677858813816
chao,p5.4.r.txt,66,4,2,890.0,890.0,880.0,14.142135623730953,0.1374941500253044,0.1374941500253044,6.0,50.0,1.1235955056179776,2.247191011235955,66,4,2,905.0,905.0,892.5,17.67766952966369,0.1772784000004321,0.1772784000004321,9.0,50.0,1.3812154696132597,2.7624309392265194,12.5,0.039784249975127695,0.2576199639952821
chao,p5.4.s.txt,66,4,2,1005.0,1005.0,1002.5,3.5355339059327378,0.1650131000205874,0.1650131000205874,8.0,50.0,0.2487562189054726,0.4975124378109453,66,4,2,1000.0,1000.0,990.0,14.142135623730953,0.6289593000001332,0.6289593000001332,17.5,50.0,1.0,2.0,-12.5,0.46394619997954584,0.7512437810945274
chao,p5.4.t.txt,66,4,2,1095.0,1095.0,1067.5,38.89087296526012,0.1632380000082776,0.1632380000082776,3.0,50.0,2.5114155251141552,5.0228310502283104,66,4,2,1095.0,1095.0,1082.5,17.67766952966369,0.1898796999994374,0.1898796999994374,4.0,50.0,1.141552511415525,2.28310502283105,15.0,0.026641699991159812,-1.3698630136986303
chao,p5.4.u.txt,66,4,2,1175.0,1175.0,1170.0,7.071067811865476,0.1698161499225534,0.1698161499225534,9.0,50.0,0.425531914893617,0.851063829787234,66,4,2,1200.0,1200.0,1197.5,3.5355339059327378,0.8381741499997588,0.8381741499997588,20.0,50.0,0.2083333333333333,0.4166666666666667,27.5,0.6683580000772054,-0.21719858156028374
chao,p5.4.v.txt,66,4,2,1285.0,1285.0,1257.5,38.89087296526012,0.1627409000066109,0.1627409000066109,10.5,50.0,2.140077821011673,4.280155642023346,66,4,2,1285.0,1285.0,1277.5,10.606601717798211,1.5544332500003293,1.5544332500003293,18.5,50.0,0.5836575875486382,1.1673151750972763,20.0,1.3916923499937184,-1.5564202334630348
chao,p5.4.w.txt,66,4,2,1375.0,1375.0,1372.5,3.5355339059327378,0.1624088999815285,0.1624088999815285,7.5,50.0,0.1818181818181818,0.3636363636363636,66,4,2,1365.0,1365.0,1355.0,14.142135623730953,0.2674292999990939,0.2674292999990939,3.0,50.0,0.7326007326007326,1.465201465201465,-17.5,0.10502040001756538,0.5507825507825508
chao,p5.4.x.txt,66,4,2,1390.0,1390.0,1385.0,7.071067811865476,0.1526350500062108,0.1526350500062108,12.5,50.0,0.3597122302158274,0.7194244604316548,66,4,2,1400.0,1400.0,1385.0,21.213203435596427,0.1906898000006549,0.1906898000006549,3.0,50.0,1.0714285714285714,2.142857142857143,0.0,0.03805474999444411,0.7117163412127441
chao,p5.4.y.txt,66,4,2,1485.0,1485.0,1475.0,14.142135623730953,0.1955844500334933,0.1955844500334933,8.0,50.0,0.6734006734006733,1.3468013468013469,66,4,2,1500.0,1500.0,1492.5,10.606601717798211,1.4920904499995231,1.4920904499995231,9.5,50.0,0.5,1.0,17.5,1.2965059999660298,-0.17340067340067333
chao,p5.4.z.txt,66,4,2,1535.0,1535.0,1510.0,35.35533905932738,0.1506339500192552,0.1506339500192552,9.5,50.0,1.6286644951140066,3.257328990228013,66,4,2,1560.0,1560.0,1535.0,35.35533905932738,1.4328279000001205,1.4328279000001205,6.5,50.0,1.6025641025641024,3.205128205128205,25.0,1.2821939499808652,-0.02610039254990415
chao,p6.2.a.txt,64,2,2,0.0,0.0,0.0,0.0,0.0069574500084854,0.0069574500084854,0.0,100.0,0.0,0.0,64,2,2,0.0,0.0,0.0,0.0,0.0041197999998985,0.0041197999998985,0.0,100.0,0.0,0.0,0.0,-0.0028376500085869,0.0
chao,p6.2.b.txt,64,2,2,0.0,0.0,0.0,0.0,0.0071905499789863,0.0071905499789863,0.0,100.0,0.0,0.0,64,2,2,0.0,0.0,0.0,0.0,0.0039957999997568,0.0039957999997568,0.0,100.0,0.0,0.0,0.0,-0.0031947499792294998,0.0
chao,p6.2.c.txt,64,2,2,0.0,0.0,0.0,0.0,0.0058425000170245,0.0058425000170245,0.0,100.0,0.0,0.0,64,2,2,0.0,0.0,0.0,0.0,0.0038512500004799,0.0038512500004799,0.0,100.0,0.0,0.0,0.0,-0.0019912500165446003,0.0
chao,p6.2.d.txt,64,2,2,192.0,192.0,192.0,0.0,0.044984399981331,0.044984399981331,1.5,100.0,0.0,0.0,64,2,2,192.0,192.0,192.0,0.0,0.0436650999999983,0.0436650999999983,1.0,100.0,0.0,0.0,0.0,-0.0013192999813326986,0.0
chao,p6.2.e.txt,64,2,2,360.0,360.0,360.0,0.0,0.0663707500207237,0.0663707500207237,0.0,100.0,0.0,0.0,64,2,2,360.0,360.0,360.0,0.0,0.074018550000801,0.074018550000801,0.0,100.0,0.0,0.0,0.0,0.007647799980077294,0.0
chao,p6.2.f.txt,64,2,2,540.0,540.0,516.0,33.94112549695428,0.0809138999902643,0.0809138999902643,3.0,50.0,4.444444444444445,8.88888888888889,64,2,2,588.0,588.0,564.0,33.94112549695428,0.0959547999991627,0.0959547999991627,16.5,50.0,4.081632653061225,8.16326530612245,48.0,0.015040900008898406,-0.36281179138322006
chao,p6.2.g.txt,64,2,2,660.0,660.0,642.0,25.45584412271571,0.0906806500861421,0.0906806500861421,6.5,50.0,2.727272727272727,5.454545454545454,64,2,2,630.0,630.0,627.0,4.242640687119285,0.0780630500003098,0.0780630500003098,7.0,50.0,0.4761904761904762,0.9523809523809524,-15.0,-0.012617600085832292,-2.251082251082251
chao,p6.2.h.txt,64,2,2,780.0,780.0,756.0,33.94112549695428,0.0964625000488013,0.0964625000488013,13.0,50.0,3.076923076923077,6.153846153846154,64,2,2,774.0,774.0,756.0,25.45584412271571,0.0844127500004106,0.0844127500004106,18.0,50.0,2.3255813953488373,4.651162790697675,0.0,-0.012049750048390706,-0.7513416815742398
chao,p6.2.i.txt,64,2,2,888.0,888.0,888.0,0.0,0.11378670000704,0.11378670000704,9.0,100.0,0.0,0.0,64,2,2,888.0,888.0,885.0,4.242640687119285,0.0847110500008057,0.0847110500008057,10.5,50.0,0.3378378378378378,0.6756756756756757,-3.0,-0.0290756500062343,0.3378378378378378
chao,p6.2.j.txt,64,2,2,936.0,936.0,933.0,4.242640687119285,0.1218025999842211,0.1218025999842211,17.5,50.0,0.3205128205128205,0.641025641025641,64,2,2,936.0,936.0,930.0,8.48528137423857,0.0991934999992736,0.0991934999992736,17.0,50.0,0.641025641025641,1.282051282051282,-3.0,-0.022609099984947506,0.3205128205128205
chao,p6.2.k.txt,64,2,2,1032.0,1032.0,1032.0,0.0,0.1246652000118047,0.1246652000118047,11.5,100.0,0.0,0.0,64,2,2,1032.0,1032.0,1032.0,0.0,0.1206537999996726,0.1206537999996726,9.5,100.0,0.0,0.0,0.0,-0.004011400012132099,0.0
chao,p6.2.l.txt,64,2,2,1104.0,1104.0,1101.0,4.242640687119285,0.1282917999778874,0.1282917999778874,10.5,50.0,0.2717391304347826,0.5434782608695652,64,2,2,1110.0,1110.0,1110.0,0.0,0.1192886999997426,0.1192886999997426,13.0,100.0,0.0,0.0,9.0,-0.009003099978144788,-0.2717391304347826
chao,p6.2.m.txt,64,2,2,1164.0,1164.0,1152.0,16.97056274847714,0.1328213999513536,0.1328213999513536,4.0,50.0,1.0309278350515465,2.061855670103093,64,2,2,1188.0,1188.0,1170.0,25.45584412271571,0.1083689499992033,0.1083689499992033,16.0,50.0,1.5151515151515151,3.0303030303030303,18.0,-0.024452449952150318,0.48422368009996863
chao,p6.2.n.txt,64,2,2,1242.0,1242.0,1239.0,4.242640687119285,0.1208443000214174,0.1208443000214174,12.5,50.0,0.2415458937198067,0.4830917874396135,64,2,2,1248.0,1248.0,1245.0,4.242640687119285,0.1322105999997802,0.1322105999997802,15.0,50.0,0.2403846153846154,0.4807692307692308,6.0,0.01136629997836279,-0.001161278335191307
