dataset,instance,run_index,run_seed,num_nodes,team_size,max_route_distance,total_score,reference_best_score,gap_to_reference_best_percent,success_reference_hit,cpu_time_seconds,iterations,iterations_to_convergence,last_improvement_iteration,stagnation_iterations,accepted_worse_moves,restarts_performed,num_lp_solves,num_labels_generated,status
chao,p4.3.s.txt,1,38008,100,3,76.7,1253.0,1253.0,0.0,1,0.3307866999984981,20,16,16,4,7,1,N/A (ILS),N/A (ILS),ok
chao,p4.3.t.txt,0,39007,100,3,80.0,1270.0,1274.0,0.3139717425431711,0,0.3655072999990807,20,19,19,1,9,1,N/A (ILS),N/A (ILS),ok
chao,p4.3.t.txt,1,39008,100,3,80.0,1274.0,1274.0,0.0,1,0.3162042999992991,20,10,10,10,10,1,N/A (ILS),N/A (ILS),ok
chao,p4.4.a.txt,0,40007,100,4,12.5,0,0.0,0.0,1,0.011242900000070222,20,0,0,20,20,2,N/A (ILS),N/A (ILS),ok
chao,p4.4.a.txt,1,40008,100,4,12.5,0,0.0,0.0,1,0.010372000000643311,20,0,0,20,20,2,N/A (ILS),N/A (ILS),ok
chao,p4.4.b.txt,0,41007,100,4,15.0,0,0.0,0.0,1,0.01003330000094138,20,0,0,20,20,2,N/A (ILS),N/A (ILS),ok
chao,p4.4.b.txt,1,41008,100,4,15.0,0,0.0,0.0,1,0.010019800000009127,20,0,0,20,20,2,N/A (ILS),N/A (ILS),ok
chao,p4.4.c.txt,0,42007,100,4,17.5,0,0.0,0.0,1,0.010018799999670591,20,0,0,20,20,2,N/A (ILS),N/A (ILS),ok
chao,p4.4.c.txt,1,42008,100,4,17.5,0,0.0,0.0,1,0.010070199999972829,20,0,0,20,20,2,N/A (ILS),N/A (ILS),ok
chao,p4.4.d.txt,0,43007,100,4,20.0,38.0,38.0,0.0,1,1.4947926999993797,20,0,0,20,20,2,N/A (ILS),N/A (ILS),ok
chao,p4.4.d.txt,1,43008,100,4,20.0,38.0,38.0,0.0,1,1.5474264999993466,20,0,0,20,20,2,N/A (ILS),N/A (ILS),ok
chao,p4.4.e.txt,0,44007,100,4,22.5,172.0,172.0,0.0,1,0.08697500000016589,20,0,0,20,20,2,N/A (ILS),N/A (ILS),ok
chao,p4.4.e.txt,1,44008,100,4,22.5,172.0,172.0,0.0,1,0.09726249999948777,20,0,0,20,20,2,N/A (ILS),N/A (ILS),ok
chao,p4.4.f.txt,0,45007,100,4,25.0,307.0,315.0,2.5396825396825395,0,0.1367990999988251,20,9,9,11,19,1,N/A (ILS),N/A (ILS),ok
chao,p4.4.f.txt,1,45008,100,4,25.0,315.0,315.0,0.0,1,0.12228529999993043,20,20,20,0,15,1,N/A (ILS),N/A (ILS),ok
chao,p4.4.g.txt,0,46007,100,4,27.5,455.0,455.0,0.0,1,0.1792569999997795,20,8,8,12,18,1,N/A (ILS),N/A (ILS),ok
chao,p4.4.g.txt,1,46008,100,4,27.5,422.0,455.0,7.252747252747254,0,0.16274370000064664,20,8,8,12,19,1,N/A (ILS),N/A (ILS),ok
chao,p4.4.h.txt,0,47007,100,4,30.0,525.0,528.0,0.5681818181818182,0,0.2144406000006711,20,8,8,12,17,1,N/A (ILS),N/A (ILS),ok
chao,p4.4.h.txt,1,47008,100,4,30.0,528.0,528.0,0.0,1,0.1922813999990467,20,18,18,2,15,1,N/A (ILS),N/A (ILS),ok
chao,p4.4.i.txt,0,48007,100,4,32.5,636.0,636.0,0.0,1,0.2672551999985444,20,1,1,19,16,1,N/A (ILS),N/A (ILS),ok
chao,p4.4.i.txt,1,48008,100,4,32.5,622.0,636.0,2.20125786163522,0,0.2028474999988248,20,20,20,0,13,1,N/A (ILS),N/A (ILS),ok
chao,p4.4.j.txt,0,49007,100,4,35.0,711.0,711.0,0.0,1,0.24574000000029628,20,16,16,4,14,1,N/A (ILS),N/A (ILS),ok
chao,p4.4.j.txt,1,49008,100,4,35.0,675.0,711.0,5.063291139240507,0,0.28633869999976014,20,1,1,19,17,1,N/A (ILS),N/A (ILS),ok
chao,p4.4.k.txt,0,50007,100,4,37.5,709.0,745.0,4.832214765100671,0,0.27746310000111407,20,15,15,5,16,1,N/A (ILS),N/A (ILS),ok
chao,p4.4.k.txt,1,50008,100,4,37.5,745.0,745.0,0.0,1,0.29425719999926514,20,13,13,7,11,1,N/A (ILS),N/A (ILS),ok
chao,p4.4.l.txt,0,51007,100,4,40.0,838.0,838.0,0.0,1,0.3340493999985483,20,20,20,0,6,1,N/A (ILS),N/A (ILS),ok
chao,p4.4.l.txt,1,51008,100,4,40.0,817.0,838.0,2.5059665871121717,0,0.2994651999997586,20,13,13,7,12,1,N/A (ILS),N/A (ILS),ok
