dataset,instance,score,gap_to_reference_best_percent
chao,p7.2.s.txt,998.0,7.763401109057301
chao,p7.2.s.txt,1082.0,0.0
chao,p7.2.t.txt,1153.0,0.0
chao,p7.2.t.txt,1137.0,1.3876843018213356
chao,p7.3.a.txt,0.0,0.0
chao,p7.3.a.txt,0.0,0.0
chao,p7.3.b.txt,46.0,0.0
chao,p7.3.b.txt,46.0,0.0
chao,p7.3.c.txt,79.0,0.0
chao,p7.3.c.txt,79.0,0.0
chao,p7.3.d.txt,117.0,0.0
chao,p7.3.d.txt,117.0,0.0
chao,p7.3.e.txt,175.0,0.0
chao,p7.3.e.txt,165.0,5.714285714285714
chao,p7.3.f.txt,247.0,0.0
chao,p7.3.f.txt,239.0,3.2388663967611335
chao,p7.3.g.txt,344.0,0.0
chao,p7.3.g.txt,344.0,0.0
chao,p7.3.h.txt,368.0,11.538461538461538
chao,p7.3.h.txt,416.0,0.0
chao,p7.3.i.txt,471.0,1.4644351464435146
chao,p7.3.i.txt,478.0,0.0
chao,p7.3.j.txt,551.0,0.0
chao,p7.3.j.txt,518.0,5.9891107078039925
chao,p7.3.k.txt,582.0,0.0
chao,p7.3.k.txt,541.0,7.0446735395189
chao,p7.3.l.txt,650.0,2.8400597907324365
chao,p7.3.l.txt,669.0,0.0
chao,p7.3.m.txt,602.0,16.03905160390516
chao,p7.3.m.txt,717.0,0.0
chao,p7.3.n.txt,780.0,0.0
chao,p7.3.n.txt,774.0,0.7692307692307693
chao,p7.3.o.txt,838.0,1.643192488262911
chao,p7.3.o.txt,852.0,0.0
chao,p7.3.p.txt,861.0,0.0
chao,p7.3.p.txt,833.0,3.2520325203252036
chao,p7.3.q.txt,874.0,9.430051813471502
chao,p7.3.q.txt,965.0,0.0
chao,p7.3.r.txt,987.0,2.277227722772277
chao,p7.3.r.txt,1010.0,0.0
chao,p7.3.s.txt,932.0,10.384615384615385
chao,p7.3.s.txt,1040.0,0.0
chao,p7.3.t.txt,1038.0,4.243542435424354
chao,p7.3.t.txt,1084.0,0.0
chao,p7.4.a.txt,0.0,0.0
chao,p7.4.a.txt,0.0,0.0
chao,p7.4.b.txt,30.0,0.0
chao,p7.4.b.txt,30.0,0.0
chao,p7.4.c.txt,46.0,0.0
chao,p7.4.c.txt,46.0,0.0
chao,p7.4.d.txt,79.0,0.0
chao,p7.4.d.txt,79.0,0.0
chao,p7.4.e.txt,123.0,0.0
chao,p7.4.e.txt,123.0,0.0
chao,p7.4.f.txt,158.0,3.6585365853658534
chao,p7.4.f.txt,164.0,0.0
chao,p7.4.g.txt,202.0,1.9417475728155338
chao,p7.4.g.txt,206.0,0.0
chao,p7.4.h.txt,285.0,0.0
chao,p7.4.h.txt,285.0,0.0
chao,p7.4.i.txt,349.0,0.5698005698005698
chao,p7.4.i.txt,351.0,0.0
chao,p7.4.j.txt,450.0,0.0
chao,p7.4.j.txt,448.0,0.4444444444444444
chao,p7.4.k.txt,503.0,0.984251968503937
chao,p7.4.k.txt,508.0,0.0
chao,p7.4.l.txt,534.0,1.8382352941176472
chao,p7.4.l.txt,544.0,0.0
chao,p7.4.m.txt,597.0,2.1311475409836063
chao,p7.4.m.txt,610.0,0.0
chao,p7.4.n.txt,667.0,2.7696793002915454
chao,p7.4.n.txt,686.0,0.0
chao,p7.4.o.txt,727.0,2.1534320323014806
chao,p7.4.o.txt,743.0,0.0
chao,p7.4.p.txt,801.0,0.0
chao,p7.4.p.txt,782.0,2.3720349563046192
chao,p7.4.q.txt,826.0,4.838709677419355
chao,p7.4.q.txt,868.0,0.0
chao,p7.4.r.txt,898.0,0.0
chao,p7.4.r.txt,868.0,3.34075723830735
chao,p7.4.s.txt,969.0,0.0
chao,p7.4.s.txt,965.0,0.41279669762641896
chao,p7.4.t.txt,1012.0,0.0
chao,p7.4.t.txt,970.0,4.150197628458498
dang,bier127_gen1_m2.txt,101.0,0.0
dang,bier127_gen1_m2.txt,101.0,0.0
