dataset,instance,num_nodes,team_size,runs,reference_best_score,best_score,mean_score,std_score,mean_cpu_time_seconds,median_cpu_time_seconds,mean_iterations_to_convergence,success_rate_percent,mean_gap_to_reference_best_percent,max_gap_to_reference_best_percent
chao,p5.3.s.txt,66,3,2,1155.0,1155.0,1132.5,31.81980515339464,0.1328941499814391,0.1328941499814391,3.5,50.0,1.948051948051948,3.896103896103896
chao,p5.3.t.txt,66,3,2,1255.0,1255.0,1245.0,14.142135623730951,0.1412681500078179,0.1412681500078179,17.5,50.0,0.796812749003984,1.593625498007968
chao,p5.3.u.txt,66,3,2,1335.0,1335.0,1320.0,21.213203435596427,0.14852425002027303,0.14852425002027303,6.0,50.0,1.1235955056179776,2.247191011235955
chao,p5.3.v.txt,66,3,2,1390.0,1390.0,1387.5,3.5355339059327378,0.17990829999325797,0.17990829999325797,9.5,50.0,0.1798561151079137,0.3597122302158274
chao,p5.3.w.txt,66,3,2,1440.0,1440.0,1405.0,49.49747468305833,0.15478224999969825,0.15478224999969825,17.5,50.0,2.430555555555556,4.861111111111112
chao,p5.3.x.txt,66,3,2,1525.0,1525.0,1505.0,28.284271247461902,0.13913950003916398,0.13913950003916398,11.0,50.0,1.3114754098360655,2.622950819672131
chao,p5.3.y.txt,66,3,2,1565.0,1565.0,1560.0,7.0710678118654755,0.15626570000313222,0.15626570000313222,13.5,50.0,0.3194888178913738,0.6389776357827476
chao,p5.3.z.txt,66,3,2,1610.0,1610.0,1597.5,17.67766952966369,0.13370725000277162,0.13370725000277162,5.0,50.0,0.7763975155279503,1.5527950310559007
chao,p5.4.a.txt,66,4,2,0.0,0.0,0.0,0.0,0.009875149989966303,0.009875149989966303,0.0,100.0,0.0,0.0
chao,p5.4.b.txt,66,4,2,0.0,0.0,0.0,0.0,0.009981099981814623,0.009981099981814623,0.0,100.0,0.0,0.0
chao,p5.4.c.txt,66,4,2,20.0,20.0,20.0,0.0,0.029967299953568727,0.029967299953568727,0.0,100.0,0.0,0.0
chao,p5.4.d.txt,66,4,2,20.0,20.0,20.0,0.0,0.030361149983946234,0.030361149983946234,0.0,100.0,0.0,0.0
chao,p5.4.e.txt,66,4,2,20.0,20.0,20.0,0.0,0.030386399943381548,0.030386399943381548,0.0,100.0,0.0,0.0
chao,p5.4.f.txt,66,4,2,80.0,80.0,80.0,0.0,0.041512399970088154,0.041512399970088154,0.0,100.0,0.0,0.0
chao,p5.4.g.txt,66,4,2,140.0,140.0,140.0,0.0,0.05404030001955107,0.05404030001955107,0.0,100.0,0.0,0.0
chao,p5.4.h.txt,66,4,2,140.0,140.0,140.0,0.0,0.05290755000896752,0.05290755000896752,0.0,100.0,0.0,0.0
chao,p5.4.i.txt,66,4,2,240.0,240.0,240.0,0.0,0.05949045001761988,0.05949045001761988,10.0,100.0,0.0,0.0
chao,p5.4.j.txt,66,4,2,340.0,340.0,340.0,0.0,0.08143750001909211,0.08143750001909211,2.0,100.0,0.0,0.0
chao,p5.4.k.txt,66,4,2,340.0,340.0,340.0,0.0,0.08440900000277907,0.08440900000277907,0.0,100.0,0.0,0.0
chao,p5.4.l.txt,66,4,2,425.0,425.0,410.0,21.213203435596427,0.0770213000359945,0.0770213000359945,9.0,50.0,3.5294117647058822,7.0588235294117645
chao,p5.4.m.txt,66,4,2,550.0,550.0,515.0,49.49747468305833,0.09464595001190901,0.09464595001190901,6.0,50.0,6.363636363636363,12.727272727272727
chao,p5.4.n.txt,66,4,2,620.0,620.0,610.0,14.142135623730951,0.1473524000030011,0.1473524000030011,5.0,50.0,1.6129032258064515,3.225806451612903
chao,p5.4.o.txt,66,4,2,655.0,655.0,647.5,10.606601717798213,0.1181436000042595,0.1181436000042595,8.5,50.0,1.1450381679389312,2.2900763358778624
chao,p5.4.p.txt,66,4,2,760.0,760.0,760.0,0.0,0.12034215003950521,0.12034215003950521,11.5,100.0,0.0,0.0
chao,p5.4.q.txt,66,4,2,860.0,860.0,845.0,21.213203435596427,0.12525929993717,0.12525929993717,16.5,50.0,1.744186046511628,3.488372093023256
chao,p5.4.r.txt,66,4,2,890.0,890.0,880.0,14.142135623730951,0.1374941500253044,0.1374941500253044,6.0,50.0,1.1235955056179776,2.247191011235955
chao,p5.4.s.txt,66,4,2,1005.0,1005.0,1002.5,3.5355339059327378,0.16501310002058744,0.16501310002058744,8.0,50.0,0.24875621890547264,0.4975124378109453
chao,p5.4.t.txt,66,4,2,1095.0,1095.0,1067.5,38.890872965260115,0.1632380000082776,0.1632380000082776,3.0,50.0,2.5114155251141552,5.0228310502283104
chao,p5.4.u.txt,66,4,2,1175.0,1175.0,1170.0,7.0710678118654755,0.16981614992255345,0.16981614992255345,9.0,50.0,0.425531914893617,0.851063829787234
chao,p5.4.v.txt,66,4,2,1285.0,1285.0,1257.5,38.890872965260115,0.1627409000066109,0.1627409000066109,10.5,50.0,2.140077821011673,4.280155642023346
chao,p5.4.w.txt,66,4,2,1375.0,1375.0,1372.5,3.5355339059327378,0.16240889998152852,0.16240889998152852,7.5,50.0,0.18181818181818182,0.36363636363636365
chao,p5.4.x.txt,66,4,2,1390.0,1390.0,1385.0,7.0710678118654755,0.1526350500062108,0.1526350500062108,12.5,50.0,0.3597122302158274,0.7194244604316548
chao,p5.4.y.txt,66,4,2,1485.0,1485.0,1475.0,14.142135623730951,0.19558445003349334,0.19558445003349334,8.0,50.0,0.6734006734006733,1.3468013468013467
chao,p5.4.z.txt,66,4,2,1535.0,1535.0,1510.0,35.35533905932738,0.15063395001925528,0.15063395001925528,9.5,50.0,1.6286644951140066,3.257328990228013
chao,p6.2.a.txt,64,2,2,0.0,0.0,0.0,0.0,0.006957450008485466,0.006957450008485466,0.0,100.0,0.0,0.0
chao,p6.2.b.txt,64,2,2,0.0,0.0,0.0,0.0,0.0071905499789863825,0.0071905499789863825,0.0,100.0,0.0,0.0
chao,p6.2.c.txt,64,2,2,0.0,0.0,0.0,0.0,0.005842500017024577,0.005842500017024577,0.0,100.0,0.0,0.0
chao,p6.2.d.txt,64,2,2,192.0,192.0,192.0,0.0,0.04498439998133108,0.04498439998133108,1.5,100.0,0.0,0.0
chao,p6.2.e.txt,64,2,2,360.0,360.0,360.0,0.0,0.06637075002072379,0.06637075002072379,0.0,100.0,0.0,0.0
chao,p6.2.f.txt,64,2,2,540.0,540.0,516.0,33.94112549695428,0.08091389999026433,0.08091389999026433,3.0,50.0,4.444444444444445,8.88888888888889
chao,p6.2.g.txt,64,2,2,660.0,660.0,642.0,25.45584412271571,0.09068065008614212,0.09068065008614212,6.5,50.0,2.727272727272727,5.454545454545454
chao,p6.2.h.txt,64,2,2,780.0,780.0,756.0,33.94112549695428,0.0964625000488013,0.0964625000488013,13.0,50.0,3.076923076923077,6.153846153846154
chao,p6.2.i.txt,64,2,2,888.0,888.0,888.0,0.0,0.11378670000704005,0.11378670000704005,9.0,100.0,0.0,0.0
chao,p6.2.j.txt,64,2,2,936.0,936.0,933.0,4.242640687119285,0.12180259998422116,0.12180259998422116,17.5,50.0,0.3205128205128205,0.641025641025641
chao,p6.2.k.txt,64,2,2,1032.0,1032.0,1032.0,0.0,0.1246652000118047,0.1246652000118047,11.5,100.0,0.0,0.0
chao,p6.2.l.txt,64,2,2,1104.0,1104.0,1101.0,4.242640687119285,0.12829179997788742,0.12829179997788742,10.5,50.0,0.2717391304347826,0.5434782608695652
chao,p6.2.m.txt,64,2,2,1164.0,1164.0,1152.0,16.97056274847714,0.13282139995135367,0.13282139995135367,4.0,50.0,1.0309278350515463,2.0618556701030926
chao,p6.2.n.txt,64,2,2,1242.0,1242.0,1239.0,4.242640687119285,0.12084430002141744,0.12084430002141744,12.5,50.0,0.24154589371980675,0.4830917874396135
chao,p6.3.a.txt,64,3,2,0.0,0.0,0.0,0.0,0.007545550004579127,0.007545550004579127,0.0,100.0,0.0,0.0
chao,p6.3.b.txt,64,3,2,0.0,0.0,0.0,0.0,0.006332600023597479,0.006332600023597479,0.0,100.0,0.0,0.0
chao,p6.3.c.txt,64,3,2,0.0,0.0,0.0,0.0,0.006289699987974018,0.006289699987974018,0.0,100.0,0.0,0.0
chao,p6.3.d.txt,64,3,2,0.0,0.0,0.0,0.0,0.006100300059188157,0.006100300059188157,0.0,100.0,0.0,0.0
chao,p6.3.e.txt,64,3,2,0.0,0.0,0.0,0.0,0.007128549972549081,0.007128549972549081,0.0,100.0,0.0,0.0
chao,p6.3.f.txt,64,3,2,0.0,0.0,0.0,0.0,0.0055770500330254436,0.0055770500330254436,0.0,100.0,0.0,0.0
chao,p6.3.g.txt,64,3,2,276.0,276.0,276.0,0.0,0.11118584999348968,0.11118584999348968,3.0,100.0,0.0,0.0
chao,p6.3.h.txt,64,3,2,438.0,438.0,435.0,4.242640687119285,0.0914993499754928,0.0914993499754928,14.5,50.0,0.684931506849315,1.36986301369863
chao,p6.3.i.txt,64,3,2,612.0,612.0,606.0,8.48528137423857,0.11691385001176968,0.11691385001176968,15.5,50.0,0.9803921568627451,1.9607843137254901
chao,p6.3.j.txt,64,3,2,828.0,828.0,792.0,50.91168824543142,0.12457295000785962,0.12457295000785962,8.5,50.0,4.3478260869565215,8.695652173913043
chao,p6.3.k.txt,64,3,2,840.0,840.0,825.0,21.213203435596427,0.14282954996451735,0.14282954996451735,7.0,50.0,1.7857142857142856,3.571428571428571
chao,p6.3.l.txt,64,3,2,996.0,996.0,984.0,16.97056274847714,0.13694474997464567,0.13694474997464567,17.5,50.0,1.2048192771084338,2.4096385542168677
chao,p6.3.m.txt,64,3,2,1056.0,1056.0,1053.0,4.242640687119285,0.14558865001890808,0.14558865001890808,12.5,50.0,0.2840909090909091,0.5681818181818182
chao,p6.3.n.txt,64,3,2,1134.0,1134.0,1131.0,4.242640687119285,0.13327044993638992,0.13327044993638992,10.0,50.0,0.26455026455026454,0.5291005291005291
chao,p6.4.a.txt,64,4,2,0.0,0.0,0.0,0.0,0.008031649980694056,0.008031649980694056,0.0,100.0,0.0,0.0
chao,p6.4.b.txt,64,4,2,0.0,0.0,0.0,0.0,0.0079562000464648,0.0079562000464648,0.0,100.0,0.0,0.0
chao,p6.4.c.txt,64,4,2,0.0,0.0,0.0,0.0,0.008048949937801808,0.008048949937801808,0.0,100.0,0.0,0.0
chao,p6.4.d.txt,64,4,2,0.0,0.0,0.0,0.0,0.009151900070719421,0.009151900070719421,0.0,100.0,0.0,0.0
chao,p6.4.e.txt,64,4,2,0.0,0.0,0.0,0.0,0.007638899958692491,0.007638899958692491,0.0,100.0,0.0,0.0
chao,p6.4.f.txt,64,4,2,0.0,0.0,0.0,0.0,0.006928350019734353,0.006928350019734353,0.0,100.0,0.0,0.0
chao,p6.4.g.txt,64,4,2,0.0,0.0,0.0,0.0,0.0071498999604955316,0.0071498999604955316,0.0,100.0,0.0,0.0
chao,p6.4.h.txt,64,4,2,0.0,0.0,0.0,0.0,0.007666449993848801,0.007666449993848801,0.0,100.0,0.0,0.0
chao,p6.4.i.txt,64,4,2,0.0,0.0,0.0,0.0,0.007414199993945658,0.007414199993945658,0.0,100.0,0.0,0.0
